Title,Slug,product_slug (Plain text),category_key (Plain text),article_number (Plain text),name_sv (Plain text),name_en (Plain text),length_mm (Plain text),width_mm (Plain text),inside_width_mm (Plain text),folded_length_mm (Plain text),folded_height_mm (Plain text),weight_kg (Plain text),max_load_kg (Plain text),rec_max_height_mm (Plain text),adjustable_height_mm (Plain text),angle_deg (Plain text),other_specs_sv (Plain text),other_specs_en (Plain text),specs_raw_sv (Rich text),specs_raw_en (Rich text),image (Image),source_url_sv (Link),source_url_en (Link)
"10562 Threshold ramp, Checker plate, 150x3000 mm",10562,troeskelramper-aluminium,troskelramper-och-tackplatar,10562,"10562 Aluminium, Durk, 150x3000 mm","10562 Threshold ramp, Checker plate, 150x3000 mm",150,3000,,,,,,,,,,,"Längd: 150 mm
Bredd: 3000 mm","Length: 150 mm
Width: 3000 mm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-aluminium,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-aluminium
"10582 Threshold ramp, Checker plate, 245x3000 mm",10582,troeskelramper-aluminium,troskelramper-och-tackplatar,10582,"10582 Aluminium, Durk, 245x3000 mm","10582 Threshold ramp, Checker plate, 245x3000 mm",245,3000,,,,,,,,,,,"Längd: 245 mm
Bredd: 3000 mm","Length: 245 mm
Width: 3000 mm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-aluminium,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-aluminium
"10593 Threshold ramp, Checker plate, 345x3000 mm",10593,troeskelramper-aluminium,troskelramper-och-tackplatar,10593,"10593 Aluminium, Durk, 345x3000 mm","10593 Threshold ramp, Checker plate, 345x3000 mm",345,3000,,,,,,,,,,,"Längd: 345 mm
Bredd: 3000 mm","Length: 345 mm
Width: 3000 mm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-aluminium,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-aluminium
"10595 Threshold ramp, Checker plate, 400x3000 mm",10595,troeskelramper-aluminium,troskelramper-och-tackplatar,10595,"10595 Aluminium, Durk, 400x3000 mm","10595 Threshold ramp, Checker plate, 400x3000 mm",400,3000,,,,,,,,,,,"Längd: 400 mm
Bredd: 3000 mm","Length: 400 mm
Width: 3000 mm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-aluminium,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-aluminium
"10216 Threshold bridge, 540x700x30 mm",10216,troeskelramper-aluminium,troskelramper-och-tackplatar,10216,"10216 Tröskelramp, Heltäckande, 540x700x30 mm","10216 Threshold bridge, 540x700x30 mm",540,700,,,,,,30,,,,,"Längd: 540 mm
Total bredd: 700 mm
Höjd: 30 mm
Bredd upphöjning: 160 mm","Length: 540 mm
Tot. width: 700 mm
Height: 30 mm
Width of elevation: 160 mm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-aluminium,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-aluminium
"10262 Threshold bridge, 560x700x35 mm",10262,troeskelramper-aluminium,troskelramper-och-tackplatar,10262,"10262 Tröskelramp, Heltäckande, 560x700x35 mm","10262 Threshold bridge, 560x700x35 mm",560,700,,,,,,35,,,,,"Längd: 560 mm
Total bredd: 700 mm
Höjd: 35 mm
Bredd upphöjning: 170 mm","Length: 560 mm
Tot. width: 700 mm
Height: 35 mm
Width of elevation: 170 mm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-aluminium,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-aluminium
10749 Threshold ramp iRAMP buildable 1-2cm,10749,troeskelramper-plast,troskelramper-och-tackplatar,10749,10749 Tröskelramp iRAMP byggbar 1-2cm,10749 Threshold ramp iRAMP buildable 1-2cm,,,,,,,,,,,,,"Justerbar höjd mellan:
1-2 cm
Mått (längd x bredd):
21 x 84 cm","Adjustable height between:
1-2 cm
Dimensions (length x width):
21 x 84 cm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-plast,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-plastic
"10751 Threshold ramp iRAMP buildable 2,5-4cm",10751,troeskelramper-plast,troskelramper-och-tackplatar,10751,"10751 Tröskelramp iRAMP byggbar 2,5-4cm","10751 Threshold ramp iRAMP buildable 2,5-4cm",,,,,,,,,,,,,"Justerbar höjd mellan:
2,5-4 cm
Mått (längd x bredd):
33 x 84 cm","Adjustable height between:
2,5-4 cm
Dimensions (length x width):
33 x 84 cm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-plast,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-plastic
"10753 Threshold ramp iRAMP buildable 4,5-6cm",10753,troeskelramper-plast,troskelramper-och-tackplatar,10753,"10753 Tröskelramp iRAMP byggbar 4,5-6cm","10753 Threshold ramp iRAMP buildable 4,5-6cm",,,,,,,,,,,,,"Justerbar höjd mellan:
4,5-6 cm
Mått (längd x bredd):
45 x 84 cm","Adjustable height between:
4,5-6 cm
Dimensions (length x width):
45 x 84 cm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-plast,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-plastic
"10755 Threshold ramp iRAMP buildable 6,5-8cm",10755,troeskelramper-plast,troskelramper-och-tackplatar,10755,"10755 Tröskelramp iRAMP byggbar 6,5-8cm","10755 Threshold ramp iRAMP buildable 6,5-8cm",,,,,,,,,,,,,"Justerbar höjd mellan:
6,5-8 cm
Mått (längd x bredd):
57 x 84 cm","Adjustable height between:
6,5-8 cm
Dimensions (length x width):
57 x 84 cm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-plast,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-plastic
"10757 Threshold ramp iRAMP buildable 8,5-10cm",10757,troeskelramper-plast,troskelramper-och-tackplatar,10757,"10757 Tröskelramp iRAMP byggbar 8,5-10cm","10757 Threshold ramp iRAMP buildable 8,5-10cm",,,,,,,,,,,,,"Justerbar höjd mellan:
8,5-10 cm
Mått (längd x bredd):
69 x 84 cm","Adjustable height between:
8,5-10 cm
Dimensions (length x width):
69 x 84 cm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-plast,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-plastic
"10759 Threshold ramp iRAMP buildable 10,5-12cm",10759,troeskelramper-plast,troskelramper-och-tackplatar,10759,"10759 Tröskelramp iRAMP byggbar 10,5-12cm","10759 Threshold ramp iRAMP buildable 10,5-12cm",,,,,,,,,,,,,"Justerbar höjd mellan:
10,5-12 cm
Mått (längd x bredd):
81 x 84 cm","Adjustable height between:
10,5-12 cm
Dimensions (length x width):
81 x 84 cm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-plast,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-plastic
"10761 Threshold ramp iRAMP Buildable corner 2,5-4cm",10761,troeskelramper-plast,troskelramper-och-tackplatar,10761,"10761 Tröskelramp iRAMP byggbar Hörn 2,5-4cm","10761 Threshold ramp iRAMP Buildable corner 2,5-4cm",,,,,,,,,,,,,"Justerbar höjd mellan:
2,5-4 cm
Mått (längd x bredd):
33 x 21 cm","Adjustable height between:
2,5-4 cm
Dimensions (length x width):
33 x 21 cm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-plast,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-plastic
"10762 Threshold ramp iRAMP Buildable corner 4,5-6cm",10762,troeskelramper-plast,troskelramper-och-tackplatar,10762,"10762 Tröskelramp iRAMP byggbar Hörn 4,5-6cm","10762 Threshold ramp iRAMP Buildable corner 4,5-6cm",,,,,,,,,,,,,"Justerbar höjd mellan:
4,5-6 cm
Mått (längd x bredd):
45 x 32 cm","Adjustable height between:
4,5-6 cm
Dimensions (length x width):
45 x 32 cm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-plast,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-plastic
"10763 Threshold ramp iRAMP Buildable corner 6,5-8cm",10763,troeskelramper-plast,troskelramper-och-tackplatar,10763,"10763 Tröskelramp iRAMP byggbar Hörn 6,5-8cm","10763 Threshold ramp iRAMP Buildable corner 6,5-8cm",,,,,,,,,,,,,"Justerbar höjd mellan:
6,5-8 cm
Mått (längd x bredd):
57 x 44 cm","Adjustable height between:
6,5-8 cm
Dimensions (length x width):
57 x 44 cm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-plast,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-plastic
"10764 Threshold ramp iRAMP Buildable 8,5-10cm",10764,troeskelramper-plast,troskelramper-och-tackplatar,10764,"10764 Tröskelramp iRAMP byggbar Hörn 8,5-10cm","10764 Threshold ramp iRAMP Buildable 8,5-10cm",,,,,,,,,,,,,"Justerbar höjd mellan:
8,5-10 cm
Mått (längd x bredd):
69 x 56 cm","Adjustable height between:
8,5-10 cm
Dimensions (length x width):
69 x 56 cm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-plast,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-plastic
"10765 Threshold ramp iRAMP Buildable 10,5-12cm",10765,troeskelramper-plast,troskelramper-och-tackplatar,10765,"10765 Tröskelramp iRAMP byggbar Hörn 10,5-12cm","10765 Threshold ramp iRAMP Buildable 10,5-12cm",,,,,,,,,,,,,"Justerbar höjd mellan:
10,5-12 cm
Mått (längd x bredd):
81 x 69 cm","Adjustable height between:
10,5-12 cm
Dimensions (length x width):
81 x 69 cm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-plast,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-plastic
"10776 4 mm, 40 mm, 900 mm",10776,troeskelramper-gummi,troskelramper-och-tackplatar,10776,"10776 4 mm, 40 mm, 900 mm","10776 4 mm, 40 mm, 900 mm",40,900,,,,0.16,,4,,,,,"HÖJD: 4 mm
DJUP: 40 mm
BREDD: 900 mm
VIKT: 0,16 kg","HEIGHT: 4 mm
DEPTH: 40 mm
WIDTH: 900 mm
WEIGHT: 0,16 kg",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-gummi,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-rubber
"10777 6 mm, 60 mm, 900 mm",10777,troeskelramper-gummi,troskelramper-och-tackplatar,10777,"10777 6 mm, 60 mm, 900 mm","10777 6 mm, 60 mm, 900 mm",60,900,,,,0.31,,6,,,,,"HÖJD: 6 mm
DJUP: 60 mm
BREDD: 900 mm
VIKT: 0,31 kg","HEIGHT: 6 mm
DEPTH: 60 mm
WIDTH: 900 mm
WEIGHT: 0,31 kg",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-gummi,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-rubber
"10778 8 mm, 80 mm, 900 mm",10778,troeskelramper-gummi,troskelramper-och-tackplatar,10778,"10778 8 mm, 80 mm, 900 mm","10778 8 mm, 80 mm, 900 mm",80,900,,,,0.49,,8,,,,,"HÖJD: 8 mm
DJUP: 80 mm
BREDD: 900 mm
VIKT: 0,49 kg","HEIGHT: 8 mm
DEPTH: 80 mm
WIDTH: 900 mm
WEIGHT: 0,49 kg",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-gummi,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-rubber
"10779 10 mm, 100 mm, 900 mm",10779,troeskelramper-gummi,troskelramper-och-tackplatar,10779,"10779 10 mm, 100 mm, 900 mm","10779 10 mm, 100 mm, 900 mm",100,900,,,,0.92,,10,,,,,"HÖJD: 10 mm
DJUP: 100 mm
BREDD: 900 mm
VIKT: 0,92 kg","HEIGHT: 10 mm
DEPTH: 100 mm
WIDTH: 900 mm
WEIGHT: 0,92 kg",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-gummi,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-rubber
"10780 12 mm, 120 mm, 900 mm",10780,troeskelramper-gummi,troskelramper-och-tackplatar,10780,"10780 12 mm, 120 mm, 900 mm","10780 12 mm, 120 mm, 900 mm",120,900,,,,1.1,,12,,,,,"HÖJD: 12 mm
DJUP: 120 mm
BREDD: 900 mm
VIKT: 1,1 kg","HEIGHT: 12 mm
DEPTH: 120 mm
WIDTH: 900 mm
WEIGHT: 1,1 kg",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-gummi,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-rubber
"10781 16 mm, 150 mm, 900 mm",10781,troeskelramper-gummi,troskelramper-och-tackplatar,10781,"10781 16 mm, 150 mm, 900 mm","10781 16 mm, 150 mm, 900 mm",150,900,,,,1.2,,16,,,,,"HÖJD: 16 mm
DJUP: 150 mm
BREDD: 900 mm
VIKT: 1,2 kg","HEIGHT: 16 mm
DEPTH: 150 mm
WIDTH: 900 mm
WEIGHT: 1,2 kg",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-gummi,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-rubber
"10782 20 mm, 150 mm, 900 mm",10782,troeskelramper-gummi,troskelramper-och-tackplatar,10782,"10782 20 mm, 150 mm, 900 mm","10782 20 mm, 150 mm, 900 mm",150,900,,,,1.8,,20,,,,,"HÖJD: 20 mm
DJUP: 150 mm
BREDD: 900 mm
VIKT: 1,8 kg","HEIGHT: 20 mm
DEPTH: 150 mm
WIDTH: 900 mm
WEIGHT: 1,8 kg",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-gummi,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-rubber
"10783 24 mm, 150 mm, 900 mm",10783,troeskelramper-gummi,troskelramper-och-tackplatar,10783,"10783 24 mm, 150 mm, 900 mm","10783 24 mm, 150 mm, 900 mm",150,900,,,,1.9,,24,,,,,"HÖJD: 24 mm
DJUP: 150 mm
BREDD: 900 mm
VIKT: 1,9 kg","HEIGHT: 24 mm
DEPTH: 150 mm
WIDTH: 900 mm
WEIGHT: 1,9 kg",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-gummi,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-rubber
"10784 28 mm, 200 mm, 900 mm",10784,troeskelramper-gummi,troskelramper-och-tackplatar,10784,"10784 28 mm, 200 mm, 900 mm","10784 28 mm, 200 mm, 900 mm",200,900,,,,2.4,,28,,,,,"HÖJD: 28 mm
DJUP: 200 mm
BREDD: 900 mm
VIKT: 2,4 kg","HEIGHT: 28 mm
DEPTH: 200 mm
WIDTH: 900 mm
WEIGHT: 2,4 kg",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-gummi,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-rubber
"10785 32 mm, 200 mm, 900 mm",10785,troeskelramper-gummi,troskelramper-och-tackplatar,10785,"10785 32 mm, 200 mm, 900 mm","10785 32 mm, 200 mm, 900 mm",200,900,,,,2.76,,32,,,,,"HÖJD: 32 mm
DJUP: 200 mm
BREDD: 900 mm
VIKT: 2,76 kg","HEIGHT: 32 mm
DEPTH: 200 mm
WIDTH: 900 mm
WEIGHT: 2,76 kg",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-gummi,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-rubber
"10786 36 mm, 200 mm, 900 mm",10786,troeskelramper-gummi,troskelramper-och-tackplatar,10786,"10786 36 mm, 200 mm, 900 mm","10786 36 mm, 200 mm, 900 mm",200,900,,,,3.8,,36,,,,,"HÖJD: 36 mm
DJUP: 200 mm
BREDD: 900 mm
VIKT: 3,8 kg","HEIGHT: 36 mm
DEPTH: 200 mm
WIDTH: 900 mm
WEIGHT: 3,8 kg",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-gummi,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-rubber
"10787 40 mm, 250 mm, 900 mm",10787,troeskelramper-gummi,troskelramper-och-tackplatar,10787,"10787 40 mm, 250 mm, 900 mm","10787 40 mm, 250 mm, 900 mm",250,900,,,,3.55,,40,,,,,"HÖJD: 40 mm
DJUP: 250 mm
BREDD: 900 mm
VIKT: 3,55 kg","HEIGHT: 40 mm
DEPTH: 250 mm
WIDTH: 900 mm
WEIGHT: 3,55 kg",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-gummi,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-rubber
"10788 44 mm, 250 mm, 900 mm",10788,troeskelramper-gummi,troskelramper-och-tackplatar,10788,"10788 44 mm, 250 mm, 900 mm","10788 44 mm, 250 mm, 900 mm",250,900,,,,4,,44,,,,,"HÖJD: 44 mm
DJUP: 250 mm
BREDD: 900 mm
VIKT: 4 kg","HEIGHT: 44 mm
DEPTH: 250 mm
WIDTH: 900 mm
WEIGHT: 4 kg",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-gummi,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-rubber
"10789 48 mm, 250 mm, 900 mm",10789,troeskelramper-gummi,troskelramper-och-tackplatar,10789,"10789 48 mm, 250 mm, 900 mm","10789 48 mm, 250 mm, 900 mm",250,900,,,,4.4,,48,,,,,"HÖJD: 48 mm
DJUP: 250 mm
BREDD: 900 mm
VIKT: 4,4 kg","HEIGHT: 48 mm
DEPTH: 250 mm
WIDTH: 900 mm
WEIGHT: 4,4 kg",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-gummi,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-rubber
"10790 52 mm, 300 mm, 900 mm",10790,troeskelramper-gummi,troskelramper-och-tackplatar,10790,"10790 52 mm, 300 mm, 900 mm","10790 52 mm, 300 mm, 900 mm",300,900,,,,5.76,,52,,,,,"HÖJD: 52 mm
DJUP: 300 mm
BREDD: 900 mm
VIKT: 5,76 kg","HEIGHT: 52 mm
DEPTH: 300 mm
WIDTH: 900 mm
WEIGHT: 5,76 kg",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-gummi,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-rubber
"10791 56 mm, 300 mm, 900 mm",10791,troeskelramper-gummi,troskelramper-och-tackplatar,10791,"10791 56 mm, 300 mm, 900 mm","10791 56 mm, 300 mm, 900 mm",300,900,,,,6.76,,56,,,,,"HÖJD: 56 mm
DJUP: 300 mm
BREDD: 900 mm
VIKT: 6,76 kg","HEIGHT: 56 mm
DEPTH: 300 mm
WIDTH: 900 mm
WEIGHT: 6,76 kg",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-gummi,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-rubber
"10792 60 mm, 300 mm, 900 mm",10792,troeskelramper-gummi,troskelramper-och-tackplatar,10792,"10792 60 mm, 300 mm, 900 mm","10792 60 mm, 300 mm, 900 mm",300,900,,,,7.9,,60,,,,,"HÖJD: 60 mm
DJUP: 300 mm
BREDD: 900 mm
VIKT: 7,9 kg","HEIGHT: 60 mm
DEPTH: 300 mm
WIDTH: 900 mm
WEIGHT: 7,9 kg",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/troeskelramper-gummi,https://www.feal.se/ramps/threshold-ramps-cover-plates/threshold-ramps-rubber
"10729 Aluminum, Oak, 080x1000 mm",10729,taeckplatar,troskelramper-och-tackplatar,10729,"10729 Aluminium, Ek, 080x1000 mm","10729 Aluminum, Oak, 080x1000 mm",80,1000,,,,,,,,,,,"Längd: 80 mm
Bredd: 1000 mm","Length: 85 mm
Width: 1000 mm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/taeckplatar,https://www.feal.se/ramps/threshold-ramps-cover-plates/cover-plates
"10731 Aluminum, Oak, 095x1000 mm",10731,taeckplatar,troskelramper-och-tackplatar,10731,"10731 Aluminium, Ek, 095x1000 mm","10731 Aluminum, Oak, 095x1000 mm",95,1000,,,,,,,,,,,"Längd: 95 mm
Bredd: 1000 mm","Length: 95 mm
Width: 1000 mm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/taeckplatar,https://www.feal.se/ramps/threshold-ramps-cover-plates/cover-plates
"10733 Aluminum, Oak, 110x1000 mm",10733,taeckplatar,troskelramper-och-tackplatar,10733,"10733 Aluminium, Ek, 110x1000 mm","10733 Aluminum, Oak, 110x1000 mm",110,1000,,,,,,,,,,,"Längd: 110 mm
Bredd: 1000 mm","Length: 110 mm
Width: 1000 mm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/taeckplatar,https://www.feal.se/ramps/threshold-ramps-cover-plates/cover-plates
"10735 Aluminum, Oak, 125x1000 mm",10735,taeckplatar,troskelramper-och-tackplatar,10735,"10735 Aluminium, Ek, 125x1000 mm","10735 Aluminum, Oak, 125x1000 mm",125,1000,,,,,,,,,,,"Längd: 125 mm
Bredd: 1000 mm","Length: 125 mm
Width: 1000 mm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/taeckplatar,https://www.feal.se/ramps/threshold-ramps-cover-plates/cover-plates
"10737 Aluminum, Oak, 140x1000 mm",10737,taeckplatar,troskelramper-och-tackplatar,10737,"10737 Aluminium, Ek, 140x1000 mm","10737 Aluminum, Oak, 140x1000 mm",140,1000,,,,,,,,,,,"Längd: 140 mm
Bredd: 1000 mm","Length: 140 mm
Width: 1000 mm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/taeckplatar,https://www.feal.se/ramps/threshold-ramps-cover-plates/cover-plates
"10739 Aluminum, Oak, 170x1000 mm",10739,taeckplatar,troskelramper-och-tackplatar,10739,"10739 Aluminium, Ek, 170x1000 mm","10739 Aluminum, Oak, 170x1000 mm",170,1000,,,,,,,,,,,"Längd: 170 mm
Bredd: 1000 mm","Length: 170 mm
Width: 1000 mm",,https://www.feal.se/ramper/troeskelramper-och-taeckplatar/taeckplatar,https://www.feal.se/ramps/threshold-ramps-cover-plates/cover-plates
